# file...... current_1_kV.csv
# date...... Mon Jun 25 10:17:50 2018
# user...... liub725
# host...... (null)
# group..... class=triplex_meter
# property.. measured_current_1
# limit..... 1000
# interval.. 30
# timestamp,R5-12-47-1_tm_1,R5-12-47-1_tm_2,R5-12-47-1_tm_3,R5-12-47-1_tm_4,R5-12-47-1_tm_5,R5-12-47-1_tm_6,R5-12-47-1_tm_7,R5-12-47-1_tm_8,R5-12-47-1_tm_9,R5-12-47-1_tm_10,R5-12-47-1_tm_11,R5-12-47-1_tm_12,R5-12-47-1_tm_13,R5-12-47-1_tm_14,R5-12-47-1_tm_15,R5-12-47-1_tm_16,R5-12-47-1_tm_17,R5-12-47-1_tm_18,R5-12-47-1_tm_19,R5-12-47-1_tm_20,R5-12-47-1_tm_21,R5-12-47-1_tm_22,R5-12-47-1_tm_23,R5-12-47-1_tm_24,R5-12-47-1_tm_25,R5-12-47-1_tm_26,R5-12-47-1_tm_27,R5-12-47-1_tm_28,R5-12-47-1_tm_29,R5-12-47-1_tm_30,R5-12-47-1_tm_31,R5-12-47-1_tm_32,R5-12-47-1_tm_33,R5-12-47-1_tm_34,R5-12-47-1_tm_35,R5-12-47-1_tm_36,R5-12-47-1_tm_37,R5-12-47-1_tm_38,R5-12-47-1_tm_39,R5-12-47-1_tm_40,R5-12-47-1_tm_41,R5-12-47-1_tm_42,R5-12-47-1_tm_43,R5-12-47-1_tm_44,R5-12-47-1_tm_45,R5-12-47-1_tm_46,R5-12-47-1_tm_47,R5-12-47-1_tm_48,R5-12-47-1_tm_49,R5-12-47-1_tm_50,R5-12-47-1_tm_51,R5-12-47-1_tm_52,R5-12-47-1_tm_53,R5-12-47-1_tm_54,R5-12-47-1_tm_55,R5-12-47-1_tm_56,R5-12-47-1_tm_57,R5-12-47-1_tm_58,R5-12-47-1_tm_59,R5-12-47-1_tm_60,R5-12-47-1_tm_61,R5-12-47-1_tm_62,R5-12-47-1_tm_63,R5-12-47-1_tm_64,R5-12-47-1_tm_65,R5-12-47-1_tm_66,R5-12-47-1_tm_67,R5-12-47-1_tm_68,R5-12-47-1_tm_69,R5-12-47-1_tm_70,R5-12-47-1_tm_71,R5-12-47-1_tm_72,R5-12-47-1_tm_73,R5-12-47-1_tm_74,R5-12-47-1_tm_75,R5-12-47-1_tm_76,R5-12-47-1_tm_77,R5-12-47-1_tm_78,R5-12-47-1_tm_79,R5-12-47-1_tm_80,R5-12-47-1_tm_81,R5-12-47-1_tm_82,R5-12-47-1_tm_83,R5-12-47-1_tm_84,R5-12-47-1_tm_85,R5-12-47-1_tm_86,R5-12-47-1_tm_87,R5-12-47-1_tm_88,R5-12-47-1_tm_89,R5-12-47-1_tm_90,R5-12-47-1_tm_91,R5-12-47-1_tm_92,R5-12-47-1_tm_93,R5-12-47-1_tm_94,R5-12-47-1_tm_95,R5-12-47-1_tm_96,R5-12-47-1_tm_97,R5-12-47-1_tm_98,R5-12-47-1_tm_99,R5-12-47-1_tm_100,R5-12-47-1_tm_101,R5-12-47-1_tm_102,R5-12-47-1_tm_103,R5-12-47-1_tm_104,R5-12-47-1_tm_105,R5-12-47-1_tm_106,R5-12-47-1_tm_107,R5-12-47-1_tm_108,R5-12-47-1_tm_109,R5-12-47-1_tm_110,R5-12-47-1_tm_111,R5-12-47-1_tm_112,R5-12-47-1_tm_113,R5-12-47-1_tm_114,R5-12-47-1_tm_115,R5-12-47-1_tm_116,R5-12-47-1_tm_117,R5-12-47-1_tm_118,R5-12-47-1_tm_119,R5-12-47-1_tm_120,R5-12-47-1_tm_121,R5-12-47-1_tm_122,R5-12-47-1_tm_123,R5-12-47-1_tm_124,R5-12-47-1_tm_125,R5-12-47-1_tm_126,R5-12-47-1_tm_127,R5-12-47-1_tm_128,R5-12-47-1_tm_129,R5-12-47-1_tm_130,R5-12-47-1_tm_131,R5-12-47-1_tm_132,R5-12-47-1_tm_133,R5-12-47-1_tm_134,R5-12-47-1_tm_135,R5-12-47-1_tm_136,R5-12-47-1_tm_137,R5-12-47-1_tm_138,R5-12-47-1_tm_139,R5-12-47-1_tm_140,R5-12-47-1_tm_141,R5-12-47-1_tm_142,R5-12-47-1_tm_143,R5-12-47-1_tm_144,R5-12-47-1_tm_145,R5-12-47-1_tm_146,R5-12-47-1_tm_147,R5-12-47-1_tm_148,R5-12-47-1_tm_149,R5-12-47-1_tm_150,R5-12-47-1_tm_151,R5-12-47-1_tm_152,R5-12-47-1_tm_153,R5-12-47-1_tm_154,R5-12-47-1_tm_155,R5-12-47-1_tm_156,R5-12-47-1_tm_157,R5-12-47-1_tm_158,R5-12-47-1_tm_159,R5-12-47-1_tm_160,R5-12-47-1_tm_161,R5-12-47-1_tm_162,R5-12-47-1_tm_163,R5-12-47-1_tm_164,R5-12-47-1_tm_165,R5-12-47-1_tm_166,R5-12-47-1_tm_167,R5-12-47-1_tm_168,R5-12-47-1_tm_169,R5-12-47-1_tm_170,R5-12-47-1_tm_171,R5-12-47-1_tm_172,R5-12-47-1_tm_173,R5-12-47-1_tm_174,R5-12-47-1_tm_175,R5-12-47-1_tm_176,R5-12-47-1_tm_177,R5-12-47-1_tm_178,R5-12-47-1_tm_179,R5-12-47-1_tm_180,R5-12-47-1_tm_181,R5-12-47-1_tm_182,R5-12-47-1_tm_183,R5-12-47-1_tm_184,R5-12-47-1_tm_185
2000-01-01 00:00:00 EST,247.541256,39.363838,270.421113,310.735062,11.250614,342.430182,11.020058,11.029968,188.216003,260.210423,11.006294,11.009764,296.513845,112.122060,259.273523,10.987097,10.980516,189.791941,11.222981,338.477921,11.382701,108.002946,11.208203,11.257294,259.094346,11.173960,11.224217,69.724169,272.406158,251.581595,11.269006,11.382504,11.230841,45.086014,11.390093,353.728194,52.385434,11.362480,11.492457,271.268290,124.441250,217.421897,180.100593,11.251367,11.362433,394.583947,48.822292,302.213039,307.388041,262.199321,41.460834,11.429296,136.812137,355.293800,201.606193,58.666613,11.064404,11.090735,74.261863,11.051887,11.074611,292.179057,138.816474,112.660708,236.682932,236.299543,206.797198,136.427101,132.435697,8.341573,129.755882,84.707369,257.352640,2.922612,420.534121,269.749138,359.348451,8.504314,11.251459,95.924751,107.713272,287.942807,218.941354,193.855453,326.439212,237.537186,36.111027,11.207366,179.549445,497.081240,121.136665,11.093541,89.048300,11.190472,11.307959,19.487029,33.104280,11.026341,11.038946,304.387874,348.272334,231.206954,161.956298,280.842677,374.715166,229.259215,193.536615,11.269657,11.383154,5.517819,11.377740,1.378520,65.213830,65.346359,66.092155,201.144176,229.515136,133.703658,210.375277,167.002687,333.638891,159.519448,133.652503,165.157260,355.355260,259.325090,192.605757,166.678657,11.190847,107.917912,11.190489,115.843067,159.917405,80.560673,217.438426,181.126880,544.238591,169.511394,128.777884,11.169800,311.479364,11.168050,242.361382,204.081932,11.773738,205.188574,238.316447,11.244002,256.151872,299.661090,78.067165,226.226629,167.059964,90.203008,511.704788,1.685150,111.392466,223.933311,137.092172,486.267470,350.067813,286.543624,290.411441,238.290695,219.226832,196.812223,129.422946,131.043224,187.844450,81.569186,192.807171,231.037517,211.336127,218.030204,212.920905,191.617766,189.263121,127.564738,390.466670,405.734233,209.345671,195.140812,11.233069,224.593006,11.392029
2000-01-01 00:00:30 EST,245.830259,39.105553,268.597685,308.619578,11.174318,340.039810,10.948493,10.958223,186.978111,258.495342,10.935010,10.938425,294.548532,111.382228,257.520485,10.916204,10.909763,188.558221,11.147228,336.121803,11.303596,107.268739,11.132758,11.180886,257.269715,11.099230,11.148503,69.243029,270.489002,249.858281,11.192351,11.303403,11.154923,44.777140,11.310828,351.312157,52.019880,11.283846,11.410974,269.435671,123.593595,215.972666,178.887304,11.175084,11.283765,391.866561,48.479219,300.071731,305.269956,260.381544,41.177720,11.349183,135.842409,352.802584,200.221515,58.268448,10.991933,11.017764,73.765220,10.979673,11.001967,290.215480,137.900046,111.904883,235.094348,234.698610,205.381044,135.480993,131.518709,8.287156,128.873840,84.140505,255.613037,2.903502,417.674145,267.866506,356.792189,8.447735,11.175173,95.259557,106.973239,285.972798,217.432896,192.525959,324.161876,235.863415,35.871629,11.132004,178.299645,493.634098,120.313182,11.020476,88.450698,11.115422,11.230422,19.353672,32.868555,10.954647,10.967021,302.355439,345.806874,229.619797,160.844144,278.861162,372.068435,227.648803,192.224239,11.192988,11.304040,5.480212,11.298784,1.368977,64.763569,64.893606,65.623037,199.763332,227.992112,132.813697,208.983207,165.892509,331.370315,158.458506,132.759535,164.049540,352.946688,257.585059,191.329235,165.566414,11.115788,107.202805,11.115438,115.056087,158.828907,80.013520,215.961638,179.915814,540.476196,168.368118,127.910174,11.095219,309.325983,11.093505,240.695611,202.722064,11.695279,203.788715,236.705827,11.167840,254.378616,297.586216,77.532083,224.673210,165.934521,89.602985,508.194554,1.674157,110.645916,222.427674,136.175794,482.938046,347.610950,284.551641,288.390839,236.620321,217.754411,195.502484,128.554869,130.163349,186.586353,81.018964,191.513206,229.475049,209.911069,216.535680,211.461808,190.307576,187.965906,126.695063,387.753977,402.949383,207.903289,193.820800,11.157105,223.046683,11.312722
2000-01-01 00:01:00 EST,244.280556,38.830690,264.386848,303.463314,11.104474,337.875219,10.890941,10.855904,185.660823,256.294371,10.875071,10.846840,292.418189,110.595000,255.765663,10.852893,10.833263,187.185636,11.125917,327.940381,11.243608,104.676631,11.109747,10.922722,255.860256,11.070557,10.916158,68.848115,268.969526,249.371475,10.926277,11.243349,11.134596,43.687051,11.251383,350.100859,51.963159,10.973307,11.353916,265.203886,122.792345,215.070749,178.503282,10.920836,11.222405,391.175829,48.223878,298.478260,304.731565,260.015283,40.109239,11.291276,135.129841,343.688556,195.204620,58.181940,10.941774,10.881868,73.267959,10.927425,10.875557,288.214966,136.305625,110.159153,234.211673,230.795555,204.098146,134.638498,130.702119,8.253277,128.026027,83.825455,254.740729,2.853637,416.288948,266.245288,354.799416,8.429824,10.920921,94.740738,106.314126,280.329909,216.116191,191.341799,322.134191,234.592989,35.767399,10.915986,177.235892,483.765654,117.953784,10.974995,87.175664,11.043270,11.217239,18.834496,32.701663,10.898159,10.859893,300.211551,343.853058,224.238258,157.031357,277.357192,370.059608,226.426395,191.855100,10.926472,11.244034,5.474368,10.986910,1.362301,64.693689,63.105702,65.294585,194.760210,225.342702,131.265678,206.561408,163.961370,329.099702,156.483301,131.066800,163.434043,351.448159,256.502286,190.534725,164.874232,11.043625,106.757721,11.043286,114.312150,157.799983,79.496289,214.565612,177.118292,531.795343,165.727974,125.906320,10.913310,307.355275,10.911676,239.170831,201.966229,11.503892,202.507036,232.778825,11.098093,252.772574,295.707007,77.047359,223.266041,165.370149,89.302034,506.434799,1.645473,110.284250,221.698304,135.731836,481.325649,345.495477,282.836121,286.650702,235.317779,214.353689,194.774645,128.072528,129.674462,183.517867,79.677317,188.357466,225.665525,206.436206,215.181813,210.140028,189.140538,186.810482,124.203607,385.338454,394.973527,206.660869,190.038015,11.137012,217.572347,11.253353
2000-01-01 00:01:30 EST,242.575261,38.573027,262.587646,301.379421,11.028379,335.493785,10.819380,10.784495,184.426033,254.586607,10.803803,10.775750,290.458714,109.857123,254.018235,10.782034,10.762638,185.954792,11.049985,325.642937,11.164682,103.959424,11.034131,10.847982,254.040907,10.995684,10.841881,68.368198,267.058235,247.644797,10.851365,11.164427,11.058496,43.385542,11.172295,347.683800,51.596732,10.896888,11.272631,263.395851,121.947287,213.621041,177.287358,10.846185,11.143918,388.452987,47.881677,296.343079,302.609259,258.193468,39.833323,11.211344,134.162810,341.264886,193.854306,57.782717,10.869273,10.809512,72.772681,10.855189,10.803449,286.257447,135.396282,109.413111,232.622159,229.217979,202.686180,133.695548,129.788134,8.198803,127.146727,83.258206,252.999812,2.834783,413.427006,264.368940,352.251739,8.373102,10.846268,94.077123,105.576286,278.396546,214.612144,190.016151,319.865010,232.923886,35.527569,10.841923,175.990020,480.386394,117.145200,10.901877,86.585020,10.968411,11.139492,18.704683,32.466569,10.826465,10.788343,298.185375,341.395711,222.687540,155.945099,275.381305,367.420507,224.820284,190.539791,10.851551,11.165098,5.436650,10.910203,1.352773,64.242235,62.665760,64.826623,193.413572,223.831885,130.383002,205.180277,162.860200,326.838926,155.431964,130.182382,162.325650,349.040162,254.762070,189.257540,163.761665,10.968759,106.042238,10.968427,113.527495,156.714787,78.950746,213.093172,175.922631,528.089406,164.599906,125.050094,10.839741,305.209255,10.838140,237.510358,200.605249,11.426489,201.111214,231.191425,11.022129,251.005340,293.639199,76.513879,221.717386,164.243738,88.701259,502.923574,1.634624,109.536846,220.191094,134.814335,477.994650,343.047374,280.850477,284.636600,233.652056,212.900437,193.463780,127.203923,128.794083,182.277115,79.134954,187.081523,224.125656,205.031468,213.691767,208.685287,187.833980,185.516988,123.349863,382.635016,392.241201,205.222565,188.741372,11.060864,216.063754,11.174223
2000-01-01 00:02:00 EST,240.873532,38.315615,260.791136,299.299050,10.952414,333.117830,10.747874,10.713142,183.192499,252.880606,10.732585,10.704709,288.501519,109.120044,252.273609,10.711218,10.692053,184.724885,10.974175,323.350404,11.085932,103.243412,10.958631,10.773365,252.226139,10.920916,10.767716,67.889278,265.151720,245.921413,10.776579,11.085682,10.982519,43.084580,11.093386,345.271154,51.231155,10.820624,11.191564,261.590592,121.103728,212.173229,176.073329,10.771653,11.065601,385.735661,47.540325,294.213573,300.491277,256.375609,39.557891,11.131606,133.198359,338.846751,192.506511,57.384182,10.796841,10.737229,72.278086,10.783019,10.731409,284.302810,134.487913,108.668109,231.034960,227.642914,201.276891,132.754639,128.876097,8.144377,126.268945,82.691748,251.261695,2.815945,410.570037,262.496919,349.711029,8.316455,10.771735,93.414960,104.839898,276.466642,213.111152,188.693062,317.601028,231.259012,35.288031,10.767967,174.746952,477.014113,116.337959,10.828837,85.995203,10.893661,11.061895,18.575102,32.232128,10.754828,10.716852,296.161886,338.944815,221.139699,154.860864,273.410482,364.788231,223.218135,189.226716,10.776755,11.086340,5.399000,10.833656,1.343266,63.791726,62.226717,64.359931,192.069435,222.322838,129.501414,203.800687,161.760360,324.582038,154.381909,129.299123,161.218855,346.636144,253.024365,187.981877,162.650577,10.894002,105.327604,10.893677,112.744189,155.631500,78.406138,211.623255,174.728557,524.390906,163.473531,124.195136,10.766268,303.067727,10.764700,235.853156,199.246049,11.349183,199.717926,229.606472,10.946292,249.241857,291.575791,75.981420,220.171754,163.119060,88.101253,499.419086,1.623785,108.790514,218.686143,133.898101,474.669913,340.605209,278.869246,282.627012,231.990360,211.449245,192.154596,126.336572,127.914993,181.038053,78.593405,185.807370,222.588182,203.628832,212.204576,207.233325,186.529862,184.225975,122.497586,379.937533,389.513941,203.787186,187.446753,10.984841,214.558050,11.095274
2000-01-01 00:02:30 EST,239.175323,38.058450,258.997292,297.222165,10.876575,330.747285,10.676422,10.641844,181.960210,251.176351,10.661416,10.633718,286.546582,108.383757,250.531751,10.640446,10.621509,183.495908,10.898485,321.062724,11.007356,102.528580,10.883247,10.698868,250.415892,10.846251,10.693662,67.411341,263.249918,244.201286,10.701917,11.007112,10.906666,42.784159,11.014655,342.862873,50.866418,10.744512,11.110713,259.788079,120.261651,210.727291,174.861170,10.697241,10.987451,383.023785,47.199811,292.089668,298.377567,254.561658,39.282937,11.052060,132.236453,336.434086,191.161208,56.986327,10.724476,10.665019,71.784167,10.710912,10.659437,282.351026,133.580507,107.924138,229.450051,226.070334,199.870248,131.815744,127.965983,8.089998,125.392665,82.126072,249.526346,2.797124,407.717985,260.629169,347.177193,8.259880,10.697321,92.754231,104.104945,274.540159,211.613176,187.372502,315.342178,229.598312,35.048782,10.694116,173.506654,473.648732,115.532044,10.755874,85.406204,10.819019,10.984448,18.445753,31.998331,10.683247,10.645417,294.141057,336.500288,219.594704,153.778630,271.444656,362.162690,221.619897,187.915846,10.702084,11.007756,5.361419,10.757266,1.333779,63.342151,61.788561,63.894492,190.727771,220.815546,128.620904,202.422624,160.661838,322.328995,153.333122,128.417011,160.113641,344.236062,251.289144,186.707720,161.540954,10.819352,104.613812,10.819034,111.962217,154.550099,77.862455,210.155832,173.536056,520.699761,162.348832,123.341433,10.692890,300.930636,10.691354,234.199185,197.888611,11.271973,198.327143,228.023941,10.870579,247.482081,289.516730,75.449970,218.629110,161.996096,87.502007,495.921258,1.612956,108.045242,217.183428,132.983119,471.351366,338.168907,276.892373,280.621880,230.332637,210.000091,190.847074,125.470459,127.037177,179.800664,78.052664,184.534988,221.053078,202.228277,210.720206,205.784109,185.228157,182.937415,121.646759,377.245929,386.791692,202.354697,186.154137,10.908942,213.055201,11.016503
2000-01-01 00:03:00 EST,237.480594,37.801531,257.206084,295.148726,10.800862,328.382083,10.605023,10.570600,180.729152,249.473827,10.590297,10.562775,284.593881,107.648252,248.792632,10.569716,10.551005,182.267852,10.822914,318.779841,10.928953,101.814917,10.807977,10.624491,248.610108,10.771689,10.619718,66.934375,261.352769,242.484375,10.627378,10.928714,10.830934,42.484273,10.936099,340.458907,50.502509,10.668551,11.030074,257.988283,119.421039,209.283209,173.650863,10.622946,10.909466,380.317294,46.860122,289.971289,296.268079,252.751566,39.008457,10.972704,131.277060,334.026825,189.818369,56.589143,10.652179,10.592879,71.290916,10.638868,10.587531,280.402062,132.674057,107.181186,227.867407,224.500211,198.466217,130.878839,127.057770,8.035666,124.517867,81.561172,247.793736,2.778319,404.870794,258.765636,344.650141,8.203378,10.623024,92.094918,103.371409,272.617059,210.118181,186.054441,313.088398,227.941731,34.809819,10.620371,172.269092,470.290173,114.727444,10.682988,84.818016,10.744483,10.907148,18.316631,31.765170,10.611720,10.574040,292.122862,334.062044,218.052521,152.698374,269.483761,359.543796,220.025519,186.607158,10.627536,10.929344,5.323904,10.681031,1.324312,62.893498,61.351283,63.430289,189.388550,219.309991,127.741463,201.046073,159.564620,320.079753,152.285592,127.536035,159.009991,341.839873,249.556380,185.435054,160.432780,10.744809,103.900852,10.744498,111.181562,153.470564,77.319685,208.690875,172.345111,517.015889,161.225791,122.488973,10.619606,298.797929,10.618101,232.548406,196.532915,11.194860,196.938834,226.443807,10.794991,245.725965,287.461962,74.919517,217.089417,160.874828,86.903513,492.430014,1.602135,107.301018,215.682924,132.069375,468.038940,335.738393,274.919804,278.621149,228.678838,208.552955,189.541196,124.605572,126.160623,178.564930,77.512722,183.264359,219.520319,200.829781,209.238623,204.337605,183.928834,181.651276,120.797367,374.560134,384.074399,200.925063,184.863502,10.833164,211.555175,10.937907
2000-01-01 00:03:30 EST,237.480593,37.801531,257.206084,295.148726,10.800862,328.382082,10.605023,10.570600,180.729152,249.473828,10.590297,10.562775,284.593881,107.648252,248.792632,10.569716,10.551005,182.267852,10.822914,318.779842,10.928953,101.814917,10.807977,10.624491,248.610107,10.771689,10.619718,66.934375,261.352768,242.484376,10.627378,10.928714,10.830934,42.484273,10.936099,340.458907,50.502509,10.668551,11.030074,257.988283,119.421039,209.283210,173.650863,10.622946,10.909466,380.317294,46.860122,289.971287,296.268080,252.751567,39.008457,10.972704,131.277059,334.026825,189.818369,56.589144,10.652179,10.592879,71.290916,10.638868,10.587531,280.402062,132.674057,107.181186,227.867407,224.500211,198.466217,130.878839,127.057769,8.035666,124.517867,81.561172,247.793737,2.778319,404.870795,258.765635,344.650139,8.203378,10.623024,92.094918,103.371409,272.617059,210.118180,186.054441,313.088397,227.941730,34.809819,10.620371,172.269091,470.290173,114.727444,10.682988,84.818016,10.744483,10.907148,18.316631,31.765169,10.611720,10.574040,292.122861,334.062042,218.052521,152.698374,269.483760,359.543795,220.025518,186.607158,10.627536,10.929344,5.323904,10.681031,1.324312,62.893498,61.351283,63.430288,189.388550,219.309991,127.741463,201.046073,159.564620,320.079752,152.285592,127.536035,159.009991,341.839874,249.556380,185.435054,160.432780,10.744809,103.900852,10.744498,111.181562,153.470564,77.319685,208.690874,172.345111,517.015889,161.225791,122.488973,10.619606,298.797928,10.618101,232.548405,196.532915,11.194860,196.938833,226.443808,10.794991,245.725964,287.461960,74.919516,217.089417,160.874828,86.903513,492.430015,1.602135,107.301018,215.682925,132.069376,468.038940,335.738392,274.919803,278.621148,228.678836,208.552955,189.541197,124.605572,126.160623,178.564930,77.512722,183.264359,219.520319,200.829782,209.238622,204.337605,183.928833,181.651275,120.797367,374.560132,384.074399,200.925062,184.863502,10.833164,211.555175,10.937907
2000-01-01 00:04:00 EST,237.480593,37.801531,257.206084,295.148726,10.800862,328.382082,10.605023,10.570600,180.729152,249.473828,10.590297,10.562775,284.593881,107.648252,248.792632,10.569716,10.551005,182.267852,10.822914,318.779842,10.928953,101.814917,10.807977,10.624491,248.610107,10.771689,10.619718,66.934375,261.352768,242.484376,10.627378,10.928714,10.830934,42.484273,10.936099,340.458907,50.502509,10.668551,11.030074,257.988283,119.421039,209.283210,173.650863,10.622946,10.909466,380.317294,46.860122,289.971287,296.268080,252.751567,39.008457,10.972704,131.277059,334.026825,189.818369,56.589144,10.652179,10.592879,71.290916,10.638868,10.587531,280.402062,132.674057,107.181186,227.867407,224.500211,198.466217,130.878839,127.057769,8.035666,124.517867,81.561172,247.793737,2.778319,404.870795,258.765635,344.650139,8.203378,10.623024,92.094918,103.371409,272.617059,210.118180,186.054441,313.088397,227.941730,34.809819,10.620371,172.269091,470.290173,114.727444,10.682988,84.818016,10.744483,10.907148,18.316631,31.765169,10.611720,10.574040,292.122861,334.062042,218.052521,152.698374,269.483760,359.543795,220.025518,186.607158,10.627536,10.929344,5.323904,10.681031,1.324312,62.893498,61.351283,63.430288,189.388550,219.309991,127.741463,201.046073,159.564620,320.079752,152.285592,127.536035,159.009991,341.839874,249.556380,185.435054,160.432780,10.744809,103.900852,10.744498,111.181562,153.470564,77.319685,208.690874,172.345111,517.015889,161.225791,122.488973,10.619606,298.797928,10.618101,232.548405,196.532915,11.194860,196.938833,226.443808,10.794991,245.725964,287.461960,74.919516,217.089417,160.874828,86.903513,492.430015,1.602135,107.301018,215.682925,132.069376,468.038940,335.738392,274.919803,278.621148,228.678836,208.552955,189.541197,124.605572,126.160623,178.564930,77.512722,183.264359,219.520319,200.829782,209.238622,204.337605,183.928833,181.651275,120.797367,374.560132,384.074399,200.925062,184.863502,10.833164,211.555175,10.937907
2000-01-01 00:04:30 EST,237.480593,37.801531,257.206084,295.148726,10.800862,328.382082,10.605023,10.570600,180.729152,249.473828,10.590297,10.562775,284.593881,107.648252,248.792632,10.569716,10.551005,182.267852,10.822914,318.779842,10.928953,101.814917,10.807977,10.624491,248.610107,10.771689,10.619718,66.934375,261.352768,242.484376,10.627378,10.928714,10.830934,42.484273,10.936099,340.458907,50.502509,10.668551,11.030074,257.988283,119.421039,209.283210,173.650863,10.622946,10.909466,380.317294,46.860122,289.971287,296.268080,252.751567,39.008457,10.972704,131.277059,334.026825,189.818369,56.589144,10.652179,10.592879,71.290916,10.638868,10.587531,280.402062,132.674057,107.181186,227.867407,224.500211,198.466217,130.878839,127.057769,8.035666,124.517867,81.561172,247.793737,2.778319,404.870795,258.765635,344.650139,8.203378,10.623024,92.094918,103.371409,272.617059,210.118180,186.054441,313.088397,227.941730,34.809819,10.620371,172.269091,470.290173,114.727444,10.682988,84.818016,10.744483,10.907148,18.316631,31.765169,10.611720,10.574040,292.122861,334.062042,218.052521,152.698374,269.483760,359.543795,220.025518,186.607158,10.627536,10.929344,5.323904,10.681031,1.324312,62.893498,61.351283,63.430288,189.388550,219.309991,127.741463,201.046073,159.564620,320.079752,152.285592,127.536035,159.009991,341.839874,249.556380,185.435054,160.432780,10.744809,103.900852,10.744498,111.181562,153.470564,77.319685,208.690874,172.345111,517.015889,161.225791,122.488973,10.619606,298.797928,10.618101,232.548405,196.532915,11.194860,196.938833,226.443808,10.794991,245.725964,287.461960,74.919516,217.089417,160.874828,86.903513,492.430015,1.602135,107.301018,215.682925,132.069376,468.038940,335.738392,274.919803,278.621148,228.678836,208.552955,189.541197,124.605572,126.160623,178.564930,77.512722,183.264359,219.520319,200.829782,209.238622,204.337605,183.928833,181.651275,120.797367,374.560132,384.074399,200.925062,184.863502,10.833164,211.555175,10.937907
