R5-12-47-1_ol_121,R5-12-47-1_ol_113,junction,
R5-12-47-1_ol_113,R5-12-47-1_ol_88,1,B
R5-12-47-1_ol_132,R5-12-47-1_ol_129,junction,
R5-12-47-1_ol_129,R5-12-47-1_ol_129,3,
R5-12-47-1_ol_130,R5-12-47-1_ol_91,1,C
R5-12-47-1_ol_104,R5-12-47-1_ol_106,3,
R5-12-47-1_ol_107,R5-12-47-1_ol_98,1,C
R5-12-47-1_ol_126,R5-12-47-1_ol_189,3,
R5-12-47-1_ol_191,R5-12-47-1_ol_47,junction,
R5-12-47-1_ol_190,R5-12-47-1_ol_39,junction,
